Name,SMILES,PubChemID,CPE CLASS,IUPAC NAME,CAS,CAS (cactus),logKp,Reference,Total Molweight,cLogP,cLogS,H-Acceptors,H-Donors,Polar Surface Area,Rotatable Bonds,Aromatic Rings,sp3-Atoms,Drug status,DRUGBANK,tag1,tag2,tag3,tag4,tag5,tag6,tag7,tag8 (SCAFFOLD name),Scaffold SMILES
1-(Piperazin-1-yl)pentan-1-one (Azone_analog-182),CCCCC(=O)N1CCNCC1,10535172,PIPERAZINE,1-(piperazin-1-yl)pentan-1-one,117905-47-2,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",170.255,1.1098,-0.83,3,1,32.34,3,0,9,,,amide,amine,alkyl-amine,,,basic nitrogen,,Piperazine,C1CNCCN1
"1,4-Dihexanoylpiperazine (Azone_analog-197)",CCCCCC(=O)N1CCN(CC1)C(=O)CCCCC,205871,PIPERAZINE,1-(4-hexanoylpiperazin-1-yl)hexan-1-one,18903-09-8,18903-09-8,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",282.426,3.6914,-2.1,4,0,40.62,8,0,14,,,amide,,,,,,,Piperazine,C1CNCCN1
"1,4-Diheptanoylpiperazine (Azone_analog-198)",CCCCCCC(=O)N1CCN(CC1)C(=O)CCCCCC,205872,PIPERAZINE,1-(4-heptanoylpiperazin-1-yl)heptan-1-one,18903-10-1,18903-10-1,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",310.48,4.6002,-2.64,4,0,40.62,10,0,16,,,amide,,,,,,,Piperazine,C1CNCCN1
"1,4-Distearoylpiperazine (Azone_analog-203)",CCCCCCCCCCCCCCCCCC(=O)N1CCN(CC1)C(=O)CCCCCCCCCCCCCCCCC,550164,PIPERAZINE,1-(4-octadecanoylpiperazin-1-yl)octadecan-1-one,53575-22-7,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",619.071,14.597000000000001,-8.58,4,0,40.62,32,0,38,,,amide,,,,,,,Piperazine,C1CNCCN1
1-Methyl-4-stearoylpiperazine (Azone_analog-195),CCCCCCCCCCCCCCCCCC(=O)N1CCN(C)CC1,550877,PIPERAZINE,1-(4-methylpiperazin-1-yl)octadecan-1-one,56252-83-6,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",366.631,7.2699,-3.978,3,0,23.55,16,0,23,,,amide,amine,alkyl-amine,,,basic nitrogen,,Piperazine,C1CNCCN1
1-Heptanoyl-4-methylpiperazine (Azone_analog-188),CCCCCCC(=O)N1CCN(C)CC1,3044363,PIPERAZINE,1-(4-methylpiperazin-1-yl)heptan-1-one,57150-47-7,57150-47-7,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",212.33599999999998,2.2715,-1.008,3,0,23.55,5,0,12,,,amide,amine,alkyl-amine,,,basic nitrogen,,Piperazine,C1CNCCN1
1-Octanoyl-4-methylpiperazine (Azone_analog-189),CCCCCCCC(=O)N1CCN(C)CC1,3044364,PIPERAZINE,1-(4-methylpiperazin-1-yl)octan-1-one,57150-48-8,57150-48-8,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",226.362,2.7259,-1.278,3,0,23.55,6,0,13,,,amide,amine,alkyl-amine,,,basic nitrogen,,Piperazine,C1CNCCN1
1-(4-Methylpiperazin-1-yl)nonan-1-one (Azone_analog-190),CCCCCCCCC(=O)N1CCN(C)CC1,303111,PIPERAZINE,1-(4-methylpiperazin-1-yl)nonan-1-one,57150-49-9,57150-49-9,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",240.389,3.1803,-1.548,3,0,23.55,7,0,14,,,amide,amine,alkyl-amine,,,basic nitrogen,,Piperazine,C1CNCCN1
"1,4-Dilauroylpiperazine (Azone_analog-201)",CCCCCCCCCCCC(=O)N1CCN(CC1)C(=O)CCCCCCCCCCC,81108,PIPERAZINE,1-(4-dodecanoylpiperazin-1-yl)dodecan-1-one,6626-83-1,6626-83-1,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",450.749,9.1442,-5.34,4,0,40.62,20,0,26,,,amide,,,,,,,Piperazine,C1CNCCN1
1-(2-Butylsulfanylethyl)piperidine-3-carboxylic acid (Azone_analog-121),CCCCSCCN1CCCC(C1)C(O)=O,19002611,PIPERIDINE,1-[2-(butylsulfanyl)ethyl]piperidine-3-carboxylic acid,-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",245.386,1.0252,-1.845,3,1,65.84,7,0,14,,,,amine,alkyl-amine,,,basic nitrogen,acidic oxygen,Piperidine,C1CCNCC1
1-(2-Pentylsulfanylethyl)piperidine-3-carboxylic acid (Azone_analog-122),CCCCCSCCN1CCCC(C1)C(O)=O,19002614,PIPERIDINE,1-[2-(pentylsulfanyl)ethyl]piperidine-3-carboxylic acid,-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",259.413,1.4796,-2.115,3,1,65.84,8,0,15,,,,amine,alkyl-amine,,,basic nitrogen,acidic oxygen,Piperidine,C1CCNCC1
1-(2-Hexylsulfanylethyl)piperidine-3-carboxylic acid (Azone_analog-123),CCCCCCSCCN1CCCC(C1)C(O)=O,19002574,PIPERIDINE,1-[2-(hexylsulfanyl)ethyl]piperidine-3-carboxylic acid,-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",273.439,1.9340000000000002,-2.385,3,1,65.84,9,0,16,,,,amine,alkyl-amine,,,basic nitrogen,acidic oxygen,Piperidine,C1CCNCC1
1-(2-Heptylsulfanylethyl)piperidine-3-carboxylic acid (Azone_analog-124),CCCCCCCSCCN1CCCC(C1)C(O)=O,19002588,PIPERIDINE,1-[2-(heptylsulfanyl)ethyl]piperidine-3-carboxylic acid,-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",287.466,2.3884,-2.655,3,1,65.84,10,0,17,,,,amine,alkyl-amine,,,basic nitrogen,acidic oxygen,Piperidine,C1CCNCC1
1-(2-Octylsulfanylethyl)piperidine-3-carboxylic acid (Azone_analog-125),CCCCCCCCSCCN1CCCC(C1)C(O)=O,19002617,PIPERIDINE,1-[2-(octylsulfanyl)ethyl]piperidine-3-carboxylic acid,-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",301.493,2.8428,-2.925,3,1,65.84,11,0,18,,,,amine,alkyl-amine,,,basic nitrogen,acidic oxygen,Piperidine,C1CCNCC1
1-(2-Nonylsulfanylethyl)piperidine-3-carboxylic acid (Azone_analog-126),CCCCCCCCCSCCN1CCCC(C1)C(O)=O,19002581,PIPERIDINE,1-[2-(nonylsulfanyl)ethyl]piperidine-3-carboxylic acid,-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",315.52,3.2972,-3.195,3,1,65.84,12,0,19,,,,amine,alkyl-amine,,,basic nitrogen,acidic oxygen,Piperidine,C1CCNCC1
1-(2-Decylsulfanylethyl)piperidine-3-carboxylic acid (Azone_analog-127),CCCCCCCCCCSCCN1CCCC(C1)C(O)=O,19002594,PIPERIDINE,1-[2-(decylsulfanyl)ethyl]piperidine-3-carboxylic acid,-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",329.54699999999997,3.7516,-3.465,3,1,65.84,13,0,20,,,,amine,alkyl-amine,,,basic nitrogen,acidic oxygen,Piperidine,C1CCNCC1
1-(2-Dodecylsulfanylethyl)piperidine-3-carboxylic acid (Azone_analog-128),CCCCCCCCCCCCSCCN1CCCC(C1)C(O)=O,19002607,PIPERIDINE,1-[2-(dodecylsulfanyl)ethyl]piperidine-3-carboxylic acid,-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",357.601,4.6604,-4.005,3,1,65.84,15,0,22,,,,amine,alkyl-amine,,,basic nitrogen,acidic oxygen,Piperidine,C1CCNCC1
1-(2-Tetradecylsulfanylethyl)piperidine-3-carboxylic acid (Azone_analog-129),CCCCCCCCCCCCCCSCCN1CCCC(C1)C(O)=O,19002605,PIPERIDINE,1-[2-(tetradecylsulfanyl)ethyl]piperidine-3-carboxylic acid,-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",385.654,5.5692,-4.545,3,1,65.84,17,0,24,,,,amine,alkyl-amine,,,basic nitrogen,acidic oxygen,Piperidine,C1CCNCC1
1-(2-Hexadecylsulfanylethyl)piperidine-3-carboxylic acid (Azone_analog-130),CCCCCCCCCCCCCCCCSCCN1CCCC(C1)C(O)=O,19002606,PIPERIDINE,1-[2-(hexadecylsulfanyl)ethyl]piperidine-3-carboxylic acid,-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",413.708,6.478,-5.085,3,1,65.84,19,0,26,,,,amine,alkyl-amine,,,basic nitrogen,acidic oxygen,Piperidine,C1CCNCC1
1-(Piperidin-1-yl)dodecan-1-one (Azone_analog-99),CCCCCCCCCCCC(=O)N1CCCCC1,246811,PIPERIDINE,1-(piperidin-1-yl)dodecan-1-one,22342-28-5,22342-28-5,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",267.455,5.5981,-3.745,2,0,20.31,10,0,16,,,amide,,,,,,,Piperidine,C1CCNCC1
1-Dodecylpiperidine (Azone_analog-102),CCCCCCCCCCCCN1CCCCC1,80014,PIPERIDINE,1-dodecylpiperidine,5917-47-5,5917-47-5,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",253.472,5.9477,-3.763,1,0,3.24,11,0,18,,,,amine,alkyl-amine,,,basic nitrogen,,Piperidine,C1CCNCC1
1-Butyl-6-oxopiperidine-2-carboxylic acid (Azone_analog-111),CCCCN1C(CCCC1=O)C(O)=O,19002586,PIPERIDONE,1-butyl-6-oxopiperidine-2-carboxylic acid,-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",199.24900000000002,0.7947,-1.4380000000000002,4,1,57.61,4,0,9,,,amide,,,,,,acidic oxygen,Piperidone,O=C1CCCCN1
6-Oxo-1-pentylpiperidine-2-carboxylic acid (Azone_analog-112),CCCCCN1C(CCCC1=O)C(O)=O,19002580,PIPERIDONE,6-oxo-1-pentylpiperidine-2-carboxylic acid,-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",213.27599999999998,1.2491,-1.7080000000000002,4,1,57.61,5,0,10,,,amide,,,,,,acidic oxygen,Piperidone,O=C1CCCCN1
1-Hexyl-6-oxopiperidine-2-carboxylic acid (Azone_analog-113),CCCCCCN1C(CCCC1=O)C(O)=O,19002568,PIPERIDONE,1-hexyl-6-oxopiperidine-2-carboxylic acid,-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",227.303,1.7035,-1.9780000000000002,4,1,57.61,6,0,11,,,amide,,,,,,acidic oxygen,Piperidone,O=C1CCCCN1
1-Heptyl-6-oxopiperidine-2-carboxylic acid (Azone_analog-114),CCCCCCCN1C(CCCC1=O)C(O)=O,19002567,PIPERIDONE,1-heptyl-6-oxopiperidine-2-carboxylic acid,-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",241.33,2.1579,-2.248,4,1,57.61,7,0,12,,,amide,,,,,,acidic oxygen,Piperidone,O=C1CCCCN1
1-Octyl-6-oxopiperidine-2-carboxylic acid (Azone_analog-115),CCCCCCCCN1C(CCCC1=O)C(O)=O,19002570,PIPERIDONE,1-octyl-6-oxopiperidine-2-carboxylic acid,-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",255.356,2.6123,-2.5180000000000002,4,1,57.61,8,0,13,,,amide,,,,,,acidic oxygen,Piperidone,O=C1CCCCN1
1-Nonyl-6-oxopiperidine-2-carboxylic acid (Azone_analog-116),CCCCCCCCCN1C(CCCC1=O)C(O)=O,19002583,PIPERIDONE,1-nonyl-6-oxopiperidine-2-carboxylic acid,-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",269.383,3.0667,-2.7880000000000003,4,1,57.61,9,0,14,,,amide,,,,,,acidic oxygen,Piperidone,O=C1CCCCN1
Octyl 2-(2-oxopiperidin-1-yl)acetate (Azone_analog-104),CCCCCCCCOC(=O)CN1CCCCC1=O,10707104,PIPERIDONE,octyl 2-(2-oxopiperidin-1-yl)acetate,-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",269.383,3.1218,-2.568,4,0,46.61,10,0,14,,,amide,,,,,,,Piperidone,O=C1CCCCN1
1-(1-Oxododecyl)piperidin-2-one (Azone_analog-103),CCCCCCCCCCCC(=O)N1CCCCC1=O,85940558,PIPERIDONE,1-dodecanoylpiperidin-2-one,-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",281.438,5.0319,-3.727,3,0,37.38,10,0,15,,,amide,,,,,,,Piperidone,O=C1CCCCN1
1-Decyl-6-oxopiperidine-2-carboxylic acid (Azone_analog-117),CCCCCCCCCCN1C(CCCC1=O)C(O)=O,19002584,PIPERIDONE,1-decyl-6-oxopiperidine-2-carboxylic acid,-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",283.41,3.5211,-3.0580000000000003,4,1,57.61,10,0,15,,,amide,,,,,,acidic oxygen,Piperidone,O=C1CCCCN1
Nonyl 2-(2-oxopiperidin-1-yl)acetate (Azone_analog-105),CCCCCCCCCOC(=O)CN1CCCCC1=O,10731713,PIPERIDONE,nonyl 2-(2-oxopiperidin-1-yl)acetate,-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",283.41,3.5762,-2.838,4,0,46.61,11,0,15,,,amide,,,,,,,Piperidone,O=C1CCCCN1
Decyl 2-(2-oxopiperidin-1-yl)acetate (Azone_analog-106),CCCCCCCCCCOC(=O)CN1CCCCC1=O,10086007,PIPERIDONE,decyl 2-(2-oxopiperidin-1-yl)acetate,-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",297.437,4.0306,-3.108,4,0,46.61,12,0,16,,,amide,,,,,,,Piperidone,O=C1CCCCN1
1-Dodecyl-6-oxopiperidine-2-carboxylic acid (Azone_analog-118),CCCCCCCCCCCCN1C(CCCC1=O)C(O)=O,19002571,PIPERIDONE,1-dodecyl-6-oxopiperidine-2-carboxylic acid,-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",311.464,4.4299,-3.5980000000000003,4,1,57.61,12,0,17,,,amide,,,,,,acidic oxygen,Piperidone,O=C1CCCCN1
Undecyl 2-(2-oxopiperidin-1-yl)acetate (Azone_analog-107),CCCCCCCCCCCOC(=O)CN1CCCCC1=O,10662849,PIPERIDONE,undecyl 2-(2-oxopiperidin-1-yl)acetate,-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",311.464,4.485,-3.378,4,0,46.61,13,0,17,,,amide,,,,,,,Piperidone,O=C1CCCCN1
Dodecyl 2-(2-oxopiperidin-1-yl)acetate (Azone_analog-108),CCCCCCCCCCCCOC(=O)CN1CCCCC1=O,9996443,PIPERIDONE,dodecyl 2-(2-oxopiperidin-1-yl)acetate,-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",325.491,4.9394,-3.648,4,0,46.61,14,0,18,,,amide,,,,,,,Piperidone,O=C1CCCCN1
6-Oxo-1-tetradecylpiperidine-2-carboxylic acid (Azone_analog-119),CCCCCCCCCCCCCCN1C(CCCC1=O)C(O)=O,19002589,PIPERIDONE,6-oxo-1-tetradecylpiperidine-2-carboxylic acid,-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",339.51800000000003,5.3387,-4.138,4,1,57.61,14,0,19,,,amide,,,,,,acidic oxygen,Piperidone,O=C1CCCCN1
Tridecyl 2-(2-oxopiperidin-1-yl)acetate (Azone_analog-109),CCCCCCCCCCCCCOC(=O)CN1CCCCC1=O,10337275,PIPERIDONE,tridecyl 2-(2-oxopiperidin-1-yl)acetate,-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",339.51800000000003,5.3938,-3.918,4,0,46.61,15,0,19,,,amide,,,,,,,Piperidone,O=C1CCCCN1
Tetradecyl 2-(2-oxopiperidin-1-yl)acetate (Azone_analog-110),CCCCCCCCCCCCCCOC(=O)CN1CCCCC1=O,10428172,PIPERIDONE,tetradecyl 2-(2-oxopiperidin-1-yl)acetate,-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",353.545,5.8482,-4.188,4,0,46.61,16,0,20,,,amide,,,,,,,Piperidone,O=C1CCCCN1
1-Hexadecyl-6-oxopiperidine-2-carboxylic acid (Azone_analog-120),CCCCCCCCCCCCCCCCN1C(CCCC1=O)C(O)=O,19002579,PIPERIDONE,1-hexadecyl-6-oxopiperidine-2-carboxylic acid,-,NA,,"Jampílek, J. (2015). Azone® and Its Analogues as Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 69-105). Springer, Berlin, Heidelberg.",367.57199999999995,6.2475,-4.678,4,1,57.61,16,0,21,,,amide,,,,,,acidic oxygen,Piperidone,O=C1CCCCN1
1-Butyl-2-piperidinone,CCCCN1CCCCC1=O,10374661,PIPERIDONE,1-butylpiperidin-2-one,4789-08-6,NA,,"Li, S. K., & Higuchi, W. I. (2015). Quantitative structure–enhancement relationship and the microenvironment of the enhancer site of action. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 55-67). Springer, Berlin, Heidelberg.",155.24,1.7463,-1.585,2,0,20.31,3,0,8,,,amide,,,,,,,Piperidone,O=C1CCCCN1
"1,2,3-Nonanetriol",CCCCCCC(C(CO)O)O,14283774,POLYOL,"nonane-1,2,3-triol",102439-69-0,NA,,"Li, S. K., & Higuchi, W. I. (2015). Quantitative structure–enhancement relationship and the microenvironment of the enhancer site of action. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 55-67). Springer, Berlin, Heidelberg.",176.255,1.1877,-1.569,3,3,60.69,7,0,12,,,,,,,,,,,
Polypropylene Glycol,CC(CO)OCC(C)O,32881,POLYOL,2-(2-hydroxypropoxy)propan-1-ol,106-62-7,"106-62-7,25322-69-4",,"Narishetty, S. T., Garcia-Tapia, D., & Bonnema, K. J. (2015). Toxicological Aspects of Chemical Penetration Enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 387-405). Springer, Berlin, Heidelberg.",134.174,-0.2501,-0.647,3,2,49.69,4,0,9,,,,,,,,,,,
ethylene glycol,C(CO)O,174,POLYOL,"ethane-1,2-diol",107-21-1,"37221-95-7,71767-64-1,107-21-1,37225-26-6,2219-51-4,25322-68-3",-2.2,"Sloan, K. B., Koch, S. A., Siver, K. G., & Flowers, F. P. (1986). Use of solubility parameters of drug and vehicle to predict flux through skin. Journal of investigative dermatology, 87(2), 244-252.",62.0676,-0.8762,0.03,2,2,40.46,1,0,4,,,,,,,,,,,
"1,2-Octanediol",CCCCCCC(CO)O,14231,POLYOL,"octane-1,2-diol",1117-86-8,"87720-89-6,1117-86-8",,"Li, S. K., & Higuchi, W. I. (2015). Quantitative structure–enhancement relationship and the microenvironment of the enhancer site of action. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 55-67). Springer, Berlin, Heidelberg.",146.22899999999998,1.7551,-1.6980000000000002,2,2,40.46,6,0,10,experimental,DB14589,,,,,,,,,
Sucrose palmitate (P-1670),CCCCCCCCCCCCCCCC(=O)OCC1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O,11238581,POLYOL,"(6-{[3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy}-3,4,5-trihydroxyoxan-2-yl)methyl hexadecanoate",13039-41-3,NA,,"Nava-Arzaluz, M. G., Piñón-Segundo, E., & Ganem-Rondero, A. (2015). Sucrose esters as transdermal permeation enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 273-290). Springer, Berlin, Heidelberg.",580.7090000000001,2.2359999999999998,-3.508,12,7,195.6,21,0,38,,,,,,,,,,Tetrahydrofuran,C1CCC(OC2CCCO2)OC1
Sucrose-6-oleate,CCCCCCCCC=CCCCCCCCC(=O)OCC1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O,9830275,POLYOL,"(6-{[3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy}-3,4,5-trihydroxyoxan-2-yl)methyl octadec-9-enoate",13102-49-3,NA,,"Nava-Arzaluz, M. G., Piñón-Segundo, E., & Ganem-Rondero, A. (2015). Sucrose esters as transdermal permeation enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 273-290). Springer, Berlin, Heidelberg.",606.747,2.8926,-3.82,12,7,195.6,22,0,38,,,,,,,,,,Tetrahydrofuran,C1CCC(OC2CCCO2)OC1
Sucrose myristate (M-1695),CCCCCCCCCCCCCC(=O)OCC1(C(C(C(O1)CO)O)O)OC2C(C(C(C(O2)CO)O)O)O,9937484,POLYOL,"[3,4-dihydroxy-5-(hydroxymethyl)-2-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}oxolan-2-yl]methyl tetradecanoate",200615-17-4,NA,,"Nava-Arzaluz, M. G., Piñón-Segundo, E., & Ganem-Rondero, A. (2015). Sucrose esters as transdermal permeation enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 273-290). Springer, Berlin, Heidelberg.",552.655,1.3272,-2.968,12,7,195.6,19,0,36,,,,,,,,,,Tetrahydrofuran,C1CCC(OC2CCCO2)OC1
"Sucrose-6,6-dilaurate",CCCCCCCCCCCC(=O)OCC1C(C(C(C(O1)OC2(C(C(C(O2)COC(=O)CCCCCCCCCCC)O)O)CO)O)O)O,21630296,POLYOL,"[5-({6-[(dodecanoyloxy)methyl]-3,4,5-trihydroxyoxan-2-yl}oxy)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]methyl dodecanoate",20881-06-05,NA,,"Nava-Arzaluz, M. G., Piñón-Segundo, E., & Ganem-Rondero, A. (2015). Sucrose esters as transdermal permeation enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 273-290). Springer, Berlin, Heidelberg.",706.9069999999999,5.447,-5.537999999999999,13,6,201.67,29,0,45,,,,,,,,,,Tetrahydrofuran,C1CCC(OC2CCCO2)OC1
